"report","report_sourcelink","tox_monograph","tox_monograph_sourcelink","specification","specification_sourcelink","synonyms","cas_number","functional_class","evaluation_year","chemical_names","jecfa_number","coe_number","fema_number","jecfa_name","url","fas"
"TRS 884-JECFA 49/42","http://apps.who.int/iris/bitstream/10665/42142/1/WHO_TRS_884.pdf","FAS 40-JECFA 49/231","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/140 (2000)","http://www.fao.org/ag/agn/jecfa-additives/search.html","7-DECENE-1,5-LACTONE; JASMINE LACTONE",NA,"Flavouring AgentFLAVOURING_AGENT","1997","7-DECEN-5-OLIDE; 6-PENTYLTETRAHYDRO-2-PYRONE","247",NA,"3745","5-HYDROXY-7-DECENOIC ACID delta-LACTONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/265","40"
"TRS 928-JECFA 63/26","http://apps.who.int/iris/bitstream/10665/43141/1/WHO_TRS_928.pdf","FAS 54-JECFA 63/87","http://apps.who.int/iris/bitstream/10665/43265/1/9241660546_eng.pdf","COMPENDIUM ADDENDUM 12/FNP 52 Add. 12/21. N; FAO JECFA Monographs 1 vol.2/191","http://www.fao.org/ag/agn/jecfa-additives/search.html","HEDP, ETHANE-1-HYDROXY-1,1-DIPHOSPHONIC ACID, EHDP, EDITRONIC ACID",NA,"Food AdditivesSEQUESTRANT","2004","1-HYDROXYETHYLIDENE-1,1-DIPHOSPHONIC ACID",NA,NA,NA,"HEDP","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/266","54"
"TRS 1050-JECFA 96/37","https://iris.who.int/bitstream/handle/10665/376279/9789240083059-eng.pdf?sequence=1 ","FAS 73 JECFA 82/181","https://apps.who.int/iris/bitstream/handle/10665/258934/9789241660730-eng.pdf#page=189","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/ ",NA,NA,"Food AdditivesSWEETENER","2023","Stevioside: 13-[(2-o-beta-D-glucopyranosyl-beta-D-glucopyranosyl) oxy] kaur-16-en-18-oic acid beta-D-glucopyranosyl ester; Rebaudioside a: 13-[(2-o-beta -D-glucopyranosyl-3-o-beta-D-glucopyranosyl-beta-D-glucopyranosyl)oxy] kaur-16-en-18-oic acid beta-D-glucopyranosyl ester; Rebaudioside c: 13-[(2-o-alpha-L-rhamnopyranosyl-3-o-beta-D-glucopyranosyl-beta-D-glucopyranosyl)oxy] kaur-16-en-18-oic acid beta-D-glucopyranosyl ester; Dulcoside a: 13-[2-o-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyl]oxy] kaur-16-en-18-oic acid beta-D-glucopyranosyl ester",NA,NA,NA,"STEVIOL GLYCOSIDES","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/267","73 JECFA 82"
"TRS 928-JECFA 63/42","http://apps.who.int/iris/bitstream/10665/43141/1/WHO_TRS_928.pdf","FAS 54-JECFA 63/149","http://apps.who.int/iris/bitstream/10665/43265/1/9241660546_eng.pdf","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","beta-1,4-D-Xylan xylanohydrolase; ENDO-1,4-beta-Xylanase; beta-D-Xylanase; beta-Xylanase",NA,"Food AdditivesENZYME_PREPARATION","2004","1,4-beta-D-Xylan xylanohydrolase (EC 3.2.1.8)",NA,NA,NA,"XYLANASE from BACILLUS SUBTILIS expressed in  BACILLUS SUBTILIS","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/268","54"
"TRS 928-JECFA 63/42","http://apps.who.int/iris/bitstream/10665/43141/1/WHO_TRS_928.pdf","FAS 54-JECFA 63/149","http://apps.who.int/iris/bitstream/10665/43265/1/9241660546_eng.pdf","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","beta-1,4-D-Xylan xylanohydrolase; Endo-1,4-beta-Xylanase; beta-D-Xylanase; beta-Xylanase",NA,"Food AdditivesENZYME_PREPARATION","2004","1,4-beta-D-Xylan xylanohydrolase (EC 3.2.1.8)",NA,NA,NA,"XYLANASE (resistant to XYLANASE INHIBITOR) from BACILLUS SUBTILIS containing a modified XYLANASE gene from BACILLUS SUBTILIS","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/269","54"
"TRS 1050-JECFA 96/37","https://iris.who.int/bitstream/handle/10665/376279/9789240083059-eng.pdf?sequence=1 ","FAS 73 JECFA 82/181","https://apps.who.int/iris/bitstream/handle/10665/258934/9789241660730-eng.pdf#page=189","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/ ",NA,NA,"Food AdditivesSWEETENER","2023","Stevioside: 13-[(2-o-beta-D-glucopyranosyl-beta-D-glucopyranosyl) oxy] kaur-16-en-18-oic acid beta-D-glucopyranosyl ester; Rebaudioside a: 13-[(2-o-beta -D-glucopyranosyl-3-o-beta-D-glucopyranosyl-beta-D-glucopyranosyl)oxy] kaur-16-en-18-oic acid beta-D-glucopyranosyl ester; Rebaudioside c: 13-[(2-o-alpha-L-rhamnopyranosyl-3-o-beta-D-glucopyranosyl-beta-D-glucopyranosyl)oxy] kaur-16-en-18-oic acid beta-D-glucopyranosyl ester; Dulcoside a: 13-[2-o-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyl]oxy] kaur-16-en-18-oic acid beta-D-glucopyranosyl ester",NA,NA,NA,"STEVIOSIDE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/270","73 JECFA 82"
"TRS 1050-JECFA 96/37","https://iris.who.int/bitstream/handle/10665/376279/9789240083059-eng.pdf?sequence=1 ","FAS 73 JECFA 82/181","https://apps.who.int/iris/bitstream/handle/10665/258934/9789241660730-eng.pdf#page=189","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/ ",NA,NA,"Food AdditivesSWEETENER","2023","Stevioside: 13-[(2-o-beta-D-glucopyranosyl-beta-D-glucopyranosyl) oxy] kaur-16-en-18-oic acid beta-D-glucopyranosyl ester; Rebaudioside a: 13-[(2-o-beta -D-glucopyranosyl-3-o-beta-D-glucopyranosyl-beta-D-glucopyranosyl)oxy] kaur-16-en-18-oic acid beta-D-glucopyranosyl ester; Rebaudioside c: 13-[(2-o-alpha-L-rhamnopyranosyl-3-o-beta-D-glucopyranosyl-beta-D-glucopyranosyl)oxy] kaur-16-en-18-oic acid beta-D-glucopyranosyl ester; Dulcoside a: 13-[2-o-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyl]oxy] kaur-16-en-18-oic acid beta-D-glucopyranosyl ester",NA,NA,NA,"REBAUDIOSIDE A","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/271","73 JECFA 82"
"TRS 1050-JECFA 96/37","https://iris.who.int/bitstream/handle/10665/376279/9789240083059-eng.pdf?sequence=1 ","FAS 73 JECFA 82/181","https://apps.who.int/iris/bitstream/handle/10665/258934/9789241660730-eng.pdf#page=189","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/ ",NA,NA,"Food AdditivesSWEETENER","2023","Stevioside: 13-[(2-o-beta-D-glucopyranosyl-beta-D-glucopyranosyl) oxy] kaur-16-en-18-oic acid beta-D-glucopyranosyl ester; Rebaudioside a: 13-[(2-o-beta -D-glucopyranosyl-3-o-beta-D-glucopyranosyl-beta-D-glucopyranosyl)oxy] kaur-16-en-18-oic acid beta-D-glucopyranosyl ester; Rebaudioside c: 13-[(2-o-alpha-L-rhamnopyranosyl-3-o-beta-D-glucopyranosyl-beta-D-glucopyranosyl)oxy] kaur-16-en-18-oic acid beta-D-glucopyranosyl ester; Dulcoside a: 13-[2-o-alpha-L-rhamnopyranosyl-beta-D-glucopyranosyl]oxy] kaur-16-en-18-oic acid beta-D-glucopyranosyl ester",NA,NA,NA,"REBAUDIOSIDE C","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/272","73 JECFA 82"
""">TRS 1014-JECFA 86/65","https://apps.who.int/iris/bitstream/handle/10665/279832/9789241210232-eng.pdf#page=77","FAS 5/NMRS 53A-JECFA 17/342 (1973)","http://www.inchem.org/documents/jecfa/jecmono/v05je66.htm","FAO JECFA Monographs 22/53","http://www.fao.org/3/ca2330en/CA2330EN.pdf#page=64","Starch, bleached","9005-84-9 (Starch, soluble)","Food AdditivesEMULSIFIERSTABILIZERTHICKENER","2018","Bleached starch",NA,NA,NA,"BLEACHED STARCH","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/273","5"
"NMRS 53/TRS 539-JECFA 17/35","http://apps.who.int/iris/bitstream/10665/41072/1/WHO_TRS_539.pdf","FAS 5/NMRS 53A-JECFA 17/43","http://www.inchem.org/documents/jecfa/jecmono/v05je07.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","Copper sulfate; Blue stone","7758-99-8","Food AdditivesCOLOUR_RETENTION_AGENTPRESERVATIVE","1973","Cupric sulfate",NA,NA,NA,"BLUE STONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/274","5"
"TRS 988-JECFA 78/","http://apps.who.int//iris/bitstream/10665/127845/1/9789241209885_eng.pdf","Recombinant bovine somatotropins.pdf","/food-additives-contaminants-jecfa-database/Document/Index/8933",NA,NA,"bST; BOVINE GROWTH HORMONE; SOMAGREBOVE; SOMIDOBOVE; SOMETRIBOVE; SOMAVUBOVE","9002-72-6 (SPECIES UNSPECIFIED)","Veterinary DrugPRODUCTION_AID","2013","PITUITARY-DERIVED BOVINE SOMATOTROPIN (ONE OF FOUR NATURAL VARIANTS)",NA,NA,NA,"BOVINE SOMATOTROPIN","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/275",""
"NMRS 54/TRS 557-JECFA 18/21","http://apps.who.int/iris/bitstream/10665/41117/1/WHO_TRS_557.pdf","FAS 6/NMRS 54A-JECFA 18/160","http://www.inchem.org/documents/jecfa/jecmono/v06je40.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","Ammonium phosphatides; Emulsifier YN; Mixed ammonium salts of phosphorylated glycerides",NA,"Food AdditivesEMULSIFIER","1974","Ammonium salts of phosphatidic acid",NA,NA,NA,"AMMONIUM PHOSPHATIDES","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/276","6"
"TRS 909-JECFA 57/84","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/273","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/146","http://www.fao.org/ag/agn/jecfa-additives/search.html",NA,NA,"Flavouring AgentFLAVOURING_AGENT","2001","4-(BUTOXYMETHYL)-2-METHOXYPHENOL","888",NA,"3796","VANILLYL BUTYL ETHER","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/277","48"
"TRS 909-JECFA 57/84","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/273","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/146","http://www.fao.org/ag/agn/jecfa-additives/search.html","VEE; ETHYL 4-HYDROXY-3-METHOXYBENZYL ETHER",NA,"Flavouring AgentFLAVOURING_AGENT","2001","4-(ETHOXYMETHYL)-2-METHOXYPHENOL","887",NA,"3815","VANILLYL ETHYL ETHER","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/278","48"
"TRS 909-JECFA 57/84","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/273","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/146","http://www.fao.org/ag/agn/jecfa-additives/search.html",NA,NA,"Flavouring AgentFLAVOURING_AGENT","2001","4-HYDROXY-3-METHOXYBENZYL ALCOHOL","886","690","3737","VANILLYL ALCOHOL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/279","48"
"NMRS 50/TRS 488-JECFA 15/13","http://apps.who.int/iris/bitstream/10665/40951/1/WHO_TRS_488.pdf","NOT PREPARED","/food-additives-contaminants-jecfa-database/Document/Index/603","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","Micrococcus lysodeicticus catalase","9001-05-2","Food AdditivesENZYME_PREPARATION","1971","Hydrogen-peroxide: Hydrogen-peroxide oxidoreductase (EC 1.11.1.6)",NA,NA,NA,"MICROCOCCUS LYSODEICTICUS CATALASE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/280",""
"TRS 1007-JECFA 84/66","https://apps.who.int/iris/bitstream/handle/10665/259483/9789241210164-eng.pdf#page=78","FAS 40-JECFA 49/55","http://www.inchem.org/documents/jecfa/jecmono/v040je03.htm","FAO JECFA Monographs 20/41","http://www.fao.org/3/a-i8147e.pdf#page=42","Cellulose gel
","9004-34-6","Food AdditivesANTICAKING_AGENTEMULSIFIERSTABILIZER","2017","Cellulose
",NA,NA,NA,"MICROCRYSTALLINE CELLULOSE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/281","40"
"TRS 859-JECFA 44/18","http://apps.who.int/iris/bitstream/10665/37246/1/WHO_TRS_859.pdf","FAS 35-JECFA 44/193","http://www.inchem.org/documents/jecfa/jecmono/v35je10.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","Petroleum wax",NA,"Food AdditivesANTIFOAMING_AGENTBULKING_AGENTCHEWING_GUM_BASE_COMPOUNDGLAZING_AGENT","1995","Refined mixture of solid, Saturated hydrocarbons, Mainly branched paraffin, Obtained from petroleum",NA,NA,NA,"MICROCRYSTALLINE WAX","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/282","35"
NA,NA,NA,NA,"FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/ ",NA,"3943-89-3","Food AdditivesANTIOXIDANT","1973","Ethyl 3,4-dihydroxybenzoate; Ethyl ester of 3,4-dihydroxybenzoic acid",NA,NA,NA,"ETHYL PROTOCATECHUATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/283",NA
"TRS 891-JECFA 51/79","http://apps.who.int/iris/bitstream/10665/42245/1/WHO_TRS_891.pdf","FAS 42-JECFA 51/293","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/118 (2001)","http://www.fao.org/ag/agn/jecfa-additives/search.html","TERPINYL ISOPENTANOATE; p-MENTH-1-EN-8-YL ISOPENTANOATE; p-MENTH-1-EN-8-YL 3-METHYLBUTYRATE",NA,"Flavouring AgentFLAVOURING_AGENT","1998","p-MENTH-1-EN-8-YL ISOVALERATE","372","456","3054","p-MENTH-1-EN-8-YL 3-METHYLBUTYRATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/284","42"
"TRS 891-JECFA 51/111","http://apps.who.int/iris/bitstream/10665/42245/1/WHO_TRS_891.pdf","FAS 42-JECFA 51/381","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 11/FNP 52 Add.11/99 (2003)","http://www.fao.org/ag/agn/jecfa-additives/search.html","MENTHOL GLYCOL CARBONATE; FRESCOLAT TYPE MPC",NA,"Flavouring AgentFLAVOURING_AGENT","1998","CARBONIC ACID, 2-HYDROXYETHYL 5-METHYL-2-(1-METHYLETHYL)CYCLOHEXYL ESTER","443",NA,"3805","MENTHOL GLYCOL CARBONATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/285","42"
"TRS 891-JECFA 51/111","http://apps.who.int/iris/bitstream/10665/42245/1/WHO_TRS_891.pdf","FAS 42-JECFA 51/381","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 6/FNP 52 Add.6/186","http://www.fao.org/ag/agn/jecfa-additives/search.html","cis-MENTHONE; cis-2-METHYL-5-ISOPROPYLCYCLOHEXANONE",NA,"Flavouring AgentFLAVOURING_AGENT","1998","cis-p-MENTHAN-3-ONE","430","2259","3460","cis-MENTHONE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/286","42"
"TRS 896-JECFA 53/32","http://apps.who.int/iris/bitstream/10665/42378/1/WHO_TRS_896.pdf","FAS 44-JECFA 53/125","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 7/FNP 52 Add.7/116","http://www.fao.org/ag/agn/jecfa-additives/search.html","(S)-MENTHON-8-YL THIOACETATE; MENTHONE THIOACETATE; 8-ACETYLTHIO-p-MENTHAN-3-ONE;",NA,"Flavouring AgentFLAVOURING_AGENT","1999","MENTHONE 8-THIOACETATE","506a,b",NA,"3809","MENTHONE THIOACETATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/287","44"
"TRS 896-JECFA 53/32","http://apps.who.int/iris/bitstream/10665/42378/1/WHO_TRS_896.pdf","FAS 44-JECFA 53/125","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 7/FNP 52 Add.7/116","http://www.fao.org/ag/agn/jecfa-additives/search.html","(S)-MENTHON-8-YL THIOACETATE; MENTHONE THIOACETATE; 8-ACETYLTHIO-p-MENTHAN-3-ONE;",NA,"Flavouring AgentFLAVOURING_AGENT","1999","MENTHONE 8-THIOACETATE","506a,b",NA,"3809","(S)-MENTHON-8-YL THIOACETATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/288","44"
"TRS 952-JECFA69","http://apps.who.int/iris/bitstream/10665/44062/1/WHO_TRS_952_eng.pdf","FAS 60-JECFA 69","http://apps.who.int/iris/bitstream/10665/44063/1/9789241660600_eng.pdf",NA,NA,NA,NA,"Food AdditivesFOOD_ADDITIVE","2008",NA,NA,NA,NA,"SULFITES","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/289","60"
"TRS 896-JECFA 53/32","http://apps.who.int/iris/bitstream/10665/42378/1/WHO_TRS_896.pdf","FAS 44-JECFA 53/125","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 7/FNP 52 Add.7/110","http://www.fao.org/ag/agn/jecfa-additives/search.html","ETHYL SULFIDE; DIETHYLTHIOETHER;",NA,"Flavouring AgentFLAVOURING_AGENT","1999","DIETHYL SULFIDE","454","11450","3825","SULFODOR","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/290","44"
"TRS 891-JECFA 51/68","http://apps.who.int/iris/bitstream/10665/42245/1/WHO_TRS_891.pdf","FAS 42-JECFA 51/267","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/140 (2000)","http://www.fao.org/ag/agn/jecfa-additives/search.html",NA,NA,"Flavouring AgentFLAVOURING_AGENT","1998","(Z)-HEX-3-ENAL","316","2008","2561","cis-3-HEXENAL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/291","42"
"TRS 891-JECFA 51/68","http://apps.who.int/iris/bitstream/10665/42245/1/WHO_TRS_891.pdf","FAS 42-JECFA 51/267","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 6/FNP 52 Add.6/178","http://www.fao.org/ag/agn/jecfa-additives/search.html","GREEN LEAF ALCOHOL",NA,"Flavouring AgentFLAVOURING_AGENT","1998","(Z)-HEX-3-ENOL","315","750","2563","cis-3-HEXEN-1-OL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/292","42"
"TRS 759-JECFA 31/26","http://apps.who.int/iris/bitstream/10665/39108/1/WHO_TRS_759.pdf","NOT PREPARED","/food-additives-contaminants-jecfa-database/Document/Index/2323","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","Vegetable black; Carbon black (vegetable sources)","440-44-0; 1333-86-4 (Carbon black)","Food AdditivesCOLOUR","1987","Carbon",NA,NA,NA,"VEGETABLE BLACK","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/293",""
"TRS 909-JECFA 57/51","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/135","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/128","http://www.fao.org/ag/agn/jecfa-additives/search.html","2-METHYL-3-ISOBUTYLPYRAZINE; 2-(2-METHYLPROPYL)-3-METHYLPYRAZINE; 2-ISOBUTYL-3-METHYL-1,4-DIAZINE",NA,"Flavouring AgentFLAVOURING_AGENT","2001","2-ISOBUTYL-3-METHYLPYRAZINE","773",NA,"3133","2-2-(METHYLPROPYL)-3-METHYLPYRAZINE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/294","48"
"TRS 901-JECFA 55/22","http://apps.who.int/iris/bitstream/10665/42388/1/WHO_TRS_901.pdf","FAS 46-JECFA 55/79","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 8/FNP 52 Add.8/162","http://www.fao.org/ag/agn/jecfa-additives/search.html","ISOBUTYL beta-PHENYLACRYLATE; LABDANOL; 2-METHYLPROPYL CINNAMATE; 2-METHYLPROPYL beta-PHENYLACRYLATE",NA,"Flavouring AgentFLAVOURING_AGENT","2000","ISOBUTYL CINNAMATE","664","327","2193","2-METHYLPROPYL beta-PHENYLACRYLATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/295","46"
"TRS 669-JECFA 25/23","http://apps.who.int/iris/bitstream/10665/41524/1/WHO_TRS_669.pdf","FAS 16-JECFA 25/92","http://www.inchem.org/pages/jecfa.html","FNP 34-JECFA 29/81 (1985); COMPENDIUM/637; FAO JECFA Monographs 1 vol.2/47. R","http://www.fao.org/ag/agn/jecfa-additives/search.html","METHYL EUGENOL; 4-ALLYL VERATROL","93-15-2","Flavouring AgentFLAVOURING_AGENT","1981","1,2-DIMETHOXY-4-(2-PROPENYL)-BENZENE",NA,NA,NA,"4-ALLYL VERATROL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/296","16"
"TRS 909-JECFA 57/73","http://apps.who.int/iris/bitstream/10665/42578/1/WHO_TRS_909.pdf","FAS 48-JECFA 57/227","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 9/FNP 52 Add.9/110","http://www.fao.org/ag/agn/jecfa-additives/search.html","BENZOIC ALDEHYDE; ALMOND OIL, ARTIFICIAL; BENZENECARBOXALDEHYDE; BENZENECARBONAL","100-52-7","Flavouring AgentFLAVOURING_AGENT","2001","BENZALDEHYDE","22","101","2127","ALMOND OIL, ARTIFICIAL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/297","48"
"TRS 996-JECFA 74/7","http://apps.who.int/iris/bitstream/10665/44788/1/WHO_TRS_966_eng.pdf#page=18","67th_2007_aluminium from all sources incl fa.pdf","/food-additives-contaminants-jecfa-database/Document/Index/9007",NA,NA,NA,"7429-90-5","Food ContaminantMETALS","2011",NA,NA,NA,NA,"ALUMINIUM","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/298",""
"TRS 776-JECFA 33/26","http://apps.who.int/iris/bitstream/10665/39252/1/WHO_TRS_776.pdf","FAS 24-JECFA 33/113","http://www.inchem.org/documents/jecfa/jecmono/v024je07.htm","FAO Combined Compendium of Food Additive Specifications","https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-additives/en/","Ammonium alum","7784-25-0","Food AdditivesACIDITY_REGULATORCOLOUR_RETENTION_AGENT","1988",NA,NA,NA,NA,"ALUMINIUM AMMONIUM SULFATE","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/299","24"
"TRS 1051-JECFA 97/23","https://iris.who.int/bitstream/handle/10665/376462/9789240090026-eng.pdf?sequence=1","FAS 44-JECFA 53/229","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 10/FNP 52 Add.10/42 (2002)","http://www.fao.org/ag/agn/jecfa-additives/search.html","3-ACETYLPROPIONIC ACID; beta-ACETYLPROPIONIC ACID; 3-KETOBUTANE-1-CARBOXYLIC ACID; gamma-KETOVALERIC ACID; LAEVULIC ACID; LAEVULINIC ACID; 4-OXOPENTANOIC ACID; gamma-OXOPENTANOIC ACID; 4-OXOVALERIC ACID; gamma-OXOVALERIC ACID",NA,"Flavouring AgentFLAVOURING_AGENT","2023","4-OXOVALERIC ACID","606","23","2627","beta-ACETYLPROPIONIC ACID","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/300","44"
"TRS 913-JECFA 59/111","http://apps.who.int/iris/bitstream/10665/42601/1/WHO_TRS_913.pdf","FAS 42-JECFA 51/353 (1998)","http://www.inchem.org/pages/jecfa.html","COMPENDIUM ADDENDUM 11/FNP 52 Add.11/98 (2003)","http://www.fao.org/ag/agn/jecfa-additives/search.html","ACETYL PROPIONYL",NA,"Flavouring AgentFLAVOURING_AGENT","2002","PENTANE-2,3-DIONE","410","2039","2841","ACETYL PROPIONYL","https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/301","42"
